PARCEIRO;CODPARC;NUMNOTA;NUNOTA;DTNEG;VLRTOT;VLRUNIT;AD_CONTRATO;QTDNEG;TOTAL;DESCRPROD;EMPRESA
204 - W3 SERVICOS DE TRANSPORTES LTDA;204;2966;3298;04/12/2023 00:00;489,60;489,60;;1,00;489,60;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
204 - W3 SERVICOS DE TRANSPORTES LTDA;204;2961;3297;04/12/2023 00:00;14.198,40;14.198,40;;1,00;14.198,40;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
204 - W3 SERVICOS DE TRANSPORTES LTDA;204;2968;3300;04/12/2023 00:00;474,60;474,60;;1,00;474,60;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
204 - W3 SERVICOS DE TRANSPORTES LTDA;204;2960;3292;04/12/2023 00:00;496,60;496,60;;1,00;496,60;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
204 - W3 SERVICOS DE TRANSPORTES LTDA;204;2964;3294;04/12/2023 00:00;13.763,40;13.763,40;;1,00;13.763,40;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
204 - W3 SERVICOS DE TRANSPORTES LTDA;204;2962;3293;04/12/2023 00:00;14.210,00;14.210,00;;1,00;14.210,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
204 - W3 SERVICOS DE TRANSPORTES LTDA;204;2963;3295;04/12/2023 00:00;13.879,40;13.879,40;;1,00;13.879,40;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
204 - W3 SERVICOS DE TRANSPORTES LTDA;204;2967;3299;04/12/2023 00:00;478,60;478,60;;1,00;478,60;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
204 - W3 SERVICOS DE TRANSPORTES LTDA;204;2965;3296;04/12/2023 00:00;490,17;490,17;;1,00;490,17;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
207 - MB RONDAS SERVIÇOS EIRELI;207;202322;3287;04/12/2023 00:00;100,00;100,00;;1,00;100,00;SERVIÇO TOMADOS;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
210 - SANKHYA JIVA TECNOLOGIA E INOVACAO LTDA;210;294596;3286;04/12/2023 00:00;3.459,78;3.459,78;;1,00;3.459,78;SUPORTE TECNICO;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
230 - SERGIO ANTONIO DOS SANTOS 08145439876;230;10;3283;04/12/2023 00:00;2.250,00;2.250,00;;1,00;2.250,00;SERVIÇO TOMADOS;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
230 - SERGIO ANTONIO DOS SANTOS 08145439876;230;9;3284;04/12/2023 00:00;3.000,00;3.000,00;;1,00;3.000,00;SERVIÇO TOMADOS;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
231 - JEFERSON MAX SOUSA;231;5;3282;04/12/2023 00:00;2.780,00;2.780,00;;1,00;2.780,00;SERVIÇO TOMADOS;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
231 - JEFERSON MAX SOUSA;231;6;3281;04/12/2023 00:00;2.640,00;2.640,00;;1,00;2.640,00;SERVIÇO TOMADOS;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
238 - 28.574.829 ALEXANDRE DANNEMANN PIRES;238;2023154;3285;04/12/2023 00:00;1.060,00;1.060,00;;1,00;1.060,00;SERVIÇO TOMADOS;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
256 - ERNANE SOUZA DIAS 09274171625;256;202311134;3301;04/12/2023 00:00;400,00;400,00;;1,00;400,00;SERVIÇO TOMADOS;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
281 - ROCHA SOCIEDADE INDIVIDUAL DE ADVOCACIA;281;2235;3302;04/12/2023 00:00;2.555,22;2.555,22;;1,00;2.555,22;ADVOCACIA;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
327 - MURILO FONSECA;327;41645760;3288;04/12/2023 00:00;66.588,00;1,20;;55.490,00;66.588,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
327 - MURILO FONSECA;327;41651112;3304;04/12/2023 00:00;23.124,00;1,20;;19.270,00;23.124,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
328 - JOSE JUNIOR FILHO;328;13;3303;04/12/2023 00:00;215,00;215,00;;1,00;215,00;SERVIÇO TOMADOS;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;68504;3376;05/12/2023 00:00;12.682,80;12.682,80;;1,00;12.682,80;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;68492;3373;05/12/2023 00:00;6.534,50;6.534,50;;1,00;6.534,50;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;68515;3378;05/12/2023 00:00;12.714,00;12.714,00;;1,00;12.714,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;68495;3374;05/12/2023 00:00;2.362,50;2.362,50;;1,00;2.362,50;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;68516;3380;05/12/2023 00:00;12.703,60;12.703,60;;1,00;12.703,60;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;68509;3377;05/12/2023 00:00;12.204,40;12.204,40;;1,00;12.204,40;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
204 - W3 SERVICOS DE TRANSPORTES LTDA;204;2971;3375;05/12/2023 00:00;489,00;489,00;;1,00;489,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
204 - W3 SERVICOS DE TRANSPORTES LTDA;204;2972;3392;05/12/2023 00:00;316,70;316,70;;1,00;316,70;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
204 - W3 SERVICOS DE TRANSPORTES LTDA;204;2970;3381;05/12/2023 00:00;14.181,00;14.181,00;;1,00;14.181,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
230 - SERGIO ANTONIO DOS SANTOS 08145439876;230;11;3313;05/12/2023 00:00;1.872,98;1.872,98;;1,00;1.872,98;SERVIÇO TOMADOS;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
245 - BRASIL CLOUD SERVICOS DE COMPUTACAO EM NUVEM LTDA;245;11732;3352;05/12/2023 00:00;76,00;76,00;;1,00;76,00;SERVIÇO TOMADOS;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
292 - 50.229.016 ELEUSA CIPRIANA;292;4;3312;05/12/2023 00:00;1.000,00;1.000,00;;1,00;1.000,00;SERVIÇO TOMADOS;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
292 - 50.229.016 ELEUSA CIPRIANA;292;3;3311;05/12/2023 00:00;900,00;900,00;;1,00;900,00;SERVIÇO TOMADOS;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
304 - IMPERADOR COMERCIO DE CEREAIS LTDA;304;14407;3314;05/12/2023 00:00;116.571,00;1,95;;59.780,00;116.571,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
304 - IMPERADOR COMERCIO DE CEREAIS LTDA;304;14406;3315;05/12/2023 00:00;126.477,00;1,95;;64.860,00;126.477,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
304 - IMPERADOR COMERCIO DE CEREAIS LTDA;304;14405;3316;05/12/2023 00:00;120.841,50;1,95;;61.970,00;120.841,50;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
310 - CELIA BELOMI MINOHARA E OUTROS;310;41658612;3328;05/12/2023 00:00;18.454,50;1,35;;13.670,00;18.454,50;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
310 - CELIA BELOMI MINOHARA E OUTROS;310;41662085;3336;05/12/2023 00:00;40.093,90;1,27;;31.570,00;40.093,90;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
310 - CELIA BELOMI MINOHARA E OUTROS;310;41658810;3327;05/12/2023 00:00;67.756,50;1,35;;50.190,00;67.756,50;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
311 - CAMPONESA CAFE INDUSTRIA, COMERCIO E EXPORTACAO LTDA;311;22;3372;05/12/2023 00:00;8.324,90;8.324,90;;1,00;8.324,90;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
311 - CAMPONESA CAFE INDUSTRIA, COMERCIO E EXPORTACAO LTDA;311;24;3396;05/12/2023 00:00;2.720,00;2.720,00;;1,00;2.720,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
311 - CAMPONESA CAFE INDUSTRIA, COMERCIO E EXPORTACAO LTDA;311;21;3371;05/12/2023 00:00;2.210,00;2.210,00;;1,00;2.210,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
311 - CAMPONESA CAFE INDUSTRIA, COMERCIO E EXPORTACAO LTDA;311;27;3370;05/12/2023 00:00;13.049,40;13.049,40;;1,00;13.049,40;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
325 - MARCIA VALENTE CUSTODIO SANDERS E OUTROS- FAZ. LAGOA GRANDE;325;4304;3346;05/12/2023 00:00;68.460,00;1,40;;48.900,00;68.460,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
326 - LUIS ALBERTO ROSSI;326;2089;3348;05/12/2023 00:00;68.404,00;1,40;;48.860,00;68.404,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
326 - LUIS ALBERTO ROSSI;326;2091;3353;05/12/2023 00:00;68.292,00;1,40;;48.780,00;68.292,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
326 - LUIS ALBERTO ROSSI;326;2088;3337;05/12/2023 00:00;68.460,00;1,40;;48.900,00;68.460,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
326 - LUIS ALBERTO ROSSI;326;2090;3349;05/12/2023 00:00;65.716,00;1,40;;46.940,00;65.716,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
32 - LUIZ HENRIQUE ALVES REZENDE;32;2023315;3385;06/12/2023 00:00;100,00;100,00;;1,00;100,00;SERVIÇO TOMADOS;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;68595;3442;06/12/2023 00:00;12.859,60;12.859,60;;1,00;12.859,60;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;68590;3441;06/12/2023 00:00;12.927,20;12.927,20;;1,00;12.927,20;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;68587;3439;06/12/2023 00:00;12.766,00;12.766,00;;1,00;12.766,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
